lead_id,client_id,company_name_raw,industry_vertical,city_id,requested_geography,anchor_screen_id,lead_source,lead_date,sales_stage_reached,lost_date,requested_start_date,requested_duration_days,requested_num_screens,indicated_budget,quoted_price_per_slot_per_day,client_target_price_per_slot_per_day,price_gap_pct,negotiation_rounds,competitor_mentioned,loss_reason,loss_reason_detail,campaign_objective,ad_type
LEAD-000095,CLI-00089,,telecom,ACS,ACS:Pine Hatch,ACS-SCR-000365,inbound_call,2026-01-29,quote_sent,2026-02-07,2026-02-21,91,1,253134.75,45.71,31.87,0.4343,0,False,price_too_high,Quoted rate exceeded client ceiling,awareness,5G Network Launch (Awareness)
LEAD-000096,,Daily Brands,cpg,LH,LH:Harborfront,LH-SCR-003059,website_form,2025-10-12,initial_inquiry,2025-10-15,2025-11-05,33,5,88779.38,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,reach,Sampling Event Tie-in (Reach)
LEAD-000097,,City of Bureau,government,DAT,DAT:Milltown,DAT-SCR-002183,website_form,2026-02-27,quote_sent,2026-03-02,2026-04-28,25,13,80166.01,90.09,74.16,0.2148,0,False,price_too_high,Rate card premium on hub screens broke the budget,reach,Transit Service Announcement (Reach)
LEAD-000098,,Trust Capital Partners,finance,ACS,ACS:Cobblestone Village,ACS-SCR-000101,cold_outreach,2026-07-25,initial_inquiry,2026-07-31,2026-09-04,26,1,94454.26,,,,0,False,budget_mismatch,Approved budget came in lower than initial ask,conversion,Wealth Management Campaign (Conversion)
LEAD-000099,,Metro Auto Group,auto,LH,LH:Riverside Junction,LH-SCR-002928,cold_outreach,2026-08-05,verbal_agreement,2026-08-19,2026-09-05,59,19,48596.71,69.98,71.19,-0.017,2,True,went_with_competitor,Client signed with a rival OOH network,awareness,Year-End Clearance Event (Awareness)
LEAD-000100,CLI-00434,,real_estate,DAT,DAT:Northbank,DAT-SCR-000716,website_form,2025-12-10,initial_inquiry,2025-12-11,2026-01-18,23,23,44567.38,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,conversion,New Development Launch (Conversion)
LEAD-000101,CLI-00424,,hospitality,ACS,ACS:Maple Grove,ACS-SCR-001244,cold_outreach,2025-09-17,quote_sent,2025-10-01,2025-10-27,10,11,15830.79,50.51,,,0,False,timing_conflict,Requested flight overlapped a blackout period,reach,Weekend Getaway Promo (Reach)
LEAD-000102,,Harbor Realty,real_estate,DAT,DAT:Kestrel Heights,DAT-SCR-000146,website_form,2025-10-18,initial_inquiry,2025-10-24,2025-11-14,25,9,71736.88,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,conversion,Home Buying Fair Promo (Conversion)
LEAD-000103,CLI-00236,,retail,ACS,ACS:Greenhollow,ACS-SCR-000314,repeat_client_inquiry,2026-01-28,initial_inquiry,2026-02-01,2026-03-23,113,1,208461.4,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,awareness,Loyalty Program Push (Awareness)
LEAD-000104,,Corner Outfitters,retail,ACS,ACS:Brookview,ACS-SCR-001430,trade_show,2025-10-21,initial_inquiry,2025-10-25,2025-12-04,66,3,58914.47,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,reach,New Store Opening (Reach)
LEAD-000105,,Pulse Wireless,telecom,LH,LH:Uptown Crescent,LH-SCR-005452,trade_show,2026-02-12,initial_inquiry,2026-02-17,2026-04-17,26,2,106707.44,,,,0,False,budget_mismatch,Approved budget came in lower than initial ask,conversion,Device Trade-in Campaign (Conversion)
LEAD-000106,,Live Media Group,entertainment,LH,LH:Harborfront,LH-SCR-002198,website_form,2026-02-17,initial_inquiry,2026-02-23,2026-03-24,43,15,83979.96,,,,0,False,targeting_mismatch,Audience profile was not a fit for offered screens,awareness,Streaming Series Launch (Awareness)
LEAD-000107,,Drive Auto Group,auto,DAT,DAT:Milltown,DAT-SCR-000069,inbound_call,2025-08-27,negotiating,2025-09-22,2025-11-13,32,1,96238.46,40.49,31.44,0.2878,2,False,price_too_high,Rate card premium on hub screens broke the budget,reach,New Model Launch (Reach)
LEAD-000108,CLI-00272,,technology,DAT,DAT:Union Flats,DAT-SCR-001735,repeat_client_inquiry,2026-05-15,initial_inquiry,2026-05-21,2026-06-05,10,2,6382.52,,,,0,False,no_response_ghosted,Client stopped responding after initial call,conversion,App Download Drive (Conversion)
LEAD-000109,CLI-00252,,entertainment,ACS,ACS:Brookview,ACS-SCR-001551,repeat_client_inquiry,2026-06-30,initial_inquiry,2026-07-06,2026-08-05,21,9,5082.33,,,,0,False,budget_mismatch,Indicated budget could not cover requested screen count,awareness,Streaming Series Launch (Awareness)
LEAD-000110,CLI-00373,,entertainment,ACS,ACS:Fallowfield,ACS-SCR-001485,repeat_client_inquiry,2026-08-02,initial_inquiry,2026-08-06,2026-08-31,16,7,38721.89,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,conversion,Ticket Sale Push (Conversion)
LEAD-000111,CLI-00435,,education,ACS,ACS:Maple Grove,ACS-SCR-001237,repeat_client_inquiry,2025-11-19,initial_inquiry,2025-11-24,2026-01-08,49,7,269715.98,,,,0,False,no_response_ghosted,Client stopped responding after initial call,reach,Program Launch Campaign (Reach)
LEAD-000112,CLI-00416,,technology,ACS,ACS:Maple Grove,ACS-SCR-000427,repeat_client_inquiry,2026-07-08,contract_sent,2026-08-13,2026-09-11,150,17,137092.1,78.45,,,5,False,inventory_unavailable,Requested screens already booked for the flight dates,conversion,Enterprise Awareness Push (Conversion)
LEAD-000113,CLI-00435,,education,ACS,ACS:Maple Grove,ACS-SCR-000157,referral,2026-03-12,initial_inquiry,2026-03-18,2026-04-02,19,1,174859.49,,,,0,False,targeting_mismatch,Audience profile was not a fit for offered screens,awareness,Scholarship Awareness (Awareness)
LEAD-000114,CLI-00410,,hospitality,ACS,ACS:Old Orchard,ACS-SCR-000333,repeat_client_inquiry,2026-07-07,quote_sent,2026-07-20,2026-08-13,59,8,39266.42,24.8,,,0,True,inventory_unavailable,Corridor exclusivity request could not be honored,awareness,Loyalty Membership Drive (Awareness)
LEAD-000115,CLI-00516,,telecom,ACS,ACS:Sunridge Acres,ACS-SCR-000176,repeat_client_inquiry,2025-09-18,quote_sent,2025-09-25,2025-10-25,16,20,144793.5,38.26,34.75,0.101,0,True,went_with_competitor,Client signed with a rival OOH network,conversion,Bundle Offer Awareness (Conversion)
LEAD-000116,CLI-00317,,finance,LH,LH:Harborfront,LH-SCR-000171,cold_outreach,2025-11-26,negotiating,2025-12-04,2025-12-14,64,1,835603.19,50.24,47.79,0.0513,2,False,contract_terms_disagreement,Payment terms could not be aligned,awareness,Wealth Management Campaign (Awareness)
LEAD-000117,CLI-00282,,auto,LH,LH:Market Quarter,LH-SCR-005430,trade_show,2026-02-14,quote_sent,2026-02-28,2026-03-14,39,1,25626.74,106.27,110.86,-0.0414,0,True,went_with_competitor,Client signed with a rival OOH network,reach,EV Awareness Campaign (Reach)
LEAD-000118,,Prime Goods,retail,LH,LH:Riverside Junction,LH-SCR-003749,website_form,2025-12-31,contract_sent,2026-02-17,2026-03-09,12,2,51200.94,116.76,,,5,False,inventory_unavailable,Corridor exclusivity request could not be honored,reach,New Store Opening (Reach)
LEAD-000119,CLI-00200,,government,ACS,ACS:Old Orchard,ACS-SCR-000683,repeat_client_inquiry,2026-05-30,negotiating,2026-06-19,2026-08-16,59,1,62529.84,27.74,27.29,0.0165,1,True,went_with_competitor,Lost to a digital/social budget reallocation,awareness,Public Safety Awareness (Awareness)
LEAD-000120,,Corner Mart,retail,LH,LH:Uptown Crescent,LH-SCR-005234,repeat_client_inquiry,2026-07-07,negotiating,2026-08-02,2026-08-12,47,8,38282.8,25.22,24.2,0.0421,1,False,campaign_cancelled_internally,Internal reorg delayed campaign approval indefinitely,awareness,Weekend Flash Sale (Awareness)
LEAD-000121,,Neon Live Events,entertainment,DAT,DAT:Northbank,DAT-SCR-002509,inbound_call,2026-04-08,negotiating,2026-05-04,2026-06-27,54,9,108852.87,61.33,56.97,0.0765,2,False,contract_terms_disagreement,Disagreement over cancellation/make-good terms,awareness,Ticket Sale Push (Awareness)
LEAD-000122,,Community Clinics,healthcare,LH,LH:Downtown Core,LH-SCR-004013,cold_outreach,2025-08-30,quote_sent,2025-09-09,2025-11-08,18,10,91582.18,156.91,123.88,0.2666,0,False,price_too_high,Rate card premium on hub screens broke the budget,frequency,Open Enrollment Campaign (Frequency)
LEAD-000123,CLI-00440,,healthcare,DAT,DAT:Union Flats,DAT-SCR-001623,repeat_client_inquiry,2025-09-20,verbal_agreement,2025-10-05,2025-11-14,28,1,411226.0,149.35,121.41,0.2301,4,False,price_too_high,Rate card premium on hub screens broke the budget,frequency,Open Enrollment Campaign (Frequency)
LEAD-000124,CLI-00361,,healthcare,ACS,ACS:Old Orchard,ACS-SCR-000691,referral,2026-01-05,contract_sent,2026-02-16,2026-03-10,33,1,73411.42,35.96,,,5,False,creative_not_ready,Client creative assets were not finalized in time,reach,New Clinic Announcement (Reach)
LEAD-000125,,Trend Goods,retail,ACS,ACS:Windmere Park,ACS-SCR-000241,referral,2025-10-04,quote_sent,2025-10-08,2025-11-29,33,2,123402.22,9.99,6.99,0.4292,0,False,budget_mismatch,Indicated budget could not cover requested screen count,conversion,New Store Opening (Conversion)
LEAD-000126,,Sterling Credit Union,finance,LH,LH:Market Quarter,LH-SCR-004503,cold_outreach,2025-11-24,quote_sent,2025-12-01,2026-01-01,23,14,8692.49,130.91,92.4,0.4168,0,False,price_too_high,Quoted rate exceeded client ceiling,reach,Wealth Management Campaign (Reach)
LEAD-000127,CLI-00514,,cpg,LH,LH:Downtown Core,LH-SCR-000471,referral,2026-01-07,initial_inquiry,2026-01-09,2026-02-16,7,13,4932.51,,,,0,False,timing_conflict,Client campaign timeline shifted and no longer aligned,awareness,Flavor Launch Promo (Awareness)
LEAD-000128,,Legacy Real Estate Group,real_estate,ACS,ACS:Sunridge Acres,ACS-SCR-001633,repeat_client_inquiry,2026-02-09,negotiating,2026-03-11,2026-04-18,24,4,23962.15,116.79,119.46,-0.0224,3,False,contract_terms_disagreement,Payment terms could not be aligned,awareness,New Development Launch (Awareness)
LEAD-000129,,Plaza Resorts,hospitality,ACS,ACS:Sunridge Acres,ACS-SCR-001375,referral,2026-07-28,quote_sent,2026-08-11,2026-10-03,25,3,79792.82,133.62,96.81,0.3802,0,False,price_too_high,Quoted rate exceeded client ceiling,reach,Weekend Getaway Promo (Reach)
LEAD-000130,,Prime Mart,retail,DAT,DAT:Central Yard,DAT-SCR-001925,trade_show,2025-08-23,verbal_agreement,2025-10-04,2025-11-04,38,23,43351.26,53.6,48.84,0.0975,3,False,contract_terms_disagreement,Legal review flagged liability clauses,reach,Loyalty Program Push (Reach)
LEAD-000131,CLI-00438,,cpg,ACS,ACS:Fallowfield,ACS-SCR-000543,trade_show,2025-08-24,initial_inquiry,2025-08-29,2025-10-25,24,3,114125.48,,,,0,False,no_response_ghosted,Client stopped responding after initial call,frequency,New Product Launch (Frequency)
LEAD-000132,,Golden Beverages,cpg,ACS,ACS:Sunridge Acres,ACS-SCR-001647,referral,2026-02-12,negotiating,2026-02-26,2026-03-11,33,1,136077.35,131.43,96.44,0.3628,3,False,price_too_high,Quoted rate exceeded client ceiling,reach,Brand Awareness Campaign (Reach)
LEAD-000133,,Fresh Brands,cpg,DAT,DAT:Lakeside Loop,DAT-SCR-002006,referral,2025-09-10,negotiating,2025-10-08,2025-12-01,41,1,21032.23,107.44,111.75,-0.0386,1,False,contract_terms_disagreement,Payment terms could not be aligned,reach,New Product Launch (Reach)
LEAD-000134,,Legacy Realty,real_estate,DAT,DAT:Northbank,DAT-SCR-002498,website_form,2026-02-27,verbal_agreement,2026-04-01,2026-04-26,18,2,36449.28,61.28,,,3,False,inventory_unavailable,Requested screens already booked for the flight dates,conversion,Home Buying Fair Promo (Conversion)
LEAD-000135,CLI-00218,,retail,ACS,ACS:Cobblestone Village,ACS-SCR-000229,repeat_client_inquiry,2026-04-09,initial_inquiry,2026-04-11,2026-05-07,40,1,34478.38,,,,0,False,targeting_mismatch,Requested geography did not match available inventory,reach,Weekend Flash Sale (Reach)
LEAD-000136,CLI-00121,,hospitality,ACS,ACS:Greenhollow,ACS-SCR-001679,repeat_client_inquiry,2025-10-14,initial_inquiry,2025-10-21,2025-12-20,35,8,214602.05,,,,0,False,targeting_mismatch,Audience profile was not a fit for offered screens,frequency,Seasonal Package Deal (Frequency)
LEAD-000137,,Cinema Entertainment,entertainment,DAT,DAT:Ashford Row,DAT-SCR-003075,repeat_client_inquiry,2026-04-14,quote_sent,2026-04-24,2026-06-01,18,15,147749.36,43.08,30.72,0.4023,0,False,budget_mismatch,Client budget was reallocated mid-quarter,conversion,Ticket Sale Push (Conversion)
LEAD-000138,CLI-00187,,healthcare,DAT,DAT:Harrow Point,DAT-SCR-002742,referral,2025-12-23,negotiating,2025-12-31,2026-02-23,17,10,28925.56,150.0,107.79,0.3916,3,False,price_too_high,Rate card premium on hub screens broke the budget,conversion,New Clinic Announcement (Conversion)
LEAD-000139,CLI-00026,,finance,LH,LH:Downtown Core,LH-SCR-004015,website_form,2025-08-31,initial_inquiry,2025-09-04,2025-10-02,49,5,339845.91,,,,0,False,timing_conflict,Creative was not ready in time for requested start,awareness,Digital Banking Launch (Awareness)
LEAD-000140,,Harbor Lodging,hospitality,ACS,ACS:Fallowfield,ACS-SCR-000082,cold_outreach,2026-01-28,quote_sent,2026-02-10,2026-04-06,37,1,3990.92,26.32,22.17,0.1872,0,False,price_too_high,Quoted rate exceeded client ceiling,frequency,Seasonal Package Deal (Frequency)
LEAD-000141,CLI-00425,,hospitality,LH,LH:Uptown Crescent,LH-SCR-005713,repeat_client_inquiry,2026-01-18,quote_sent,2026-01-28,2026-02-18,66,1,113012.34,116.43,109.4,0.0643,0,True,went_with_competitor,Competitor offered a bundled multi-city rate,conversion,New Property Launch (Conversion)
LEAD-000142,CLI-00157,,healthcare,DAT,DAT:Ashford Row,DAT-SCR-001542,website_form,2026-05-16,verbal_agreement,2026-06-08,2026-07-15,51,1,157482.79,63.4,60.26,0.0521,4,True,went_with_competitor,Lost to a digital/social budget reallocation,reach,Flu Season Reminder (Reach)
LEAD-000143,CLI-00218,,retail,ACS,ACS:Cobblestone Village,ACS-SCR-001533,referral,2025-10-06,quote_sent,2025-10-14,2025-10-24,13,7,29886.69,63.53,53.66,0.1839,0,False,price_too_high,Quoted rate exceeded client ceiling,frequency,Seasonal Sale Promotion (Frequency)
LEAD-000144,,Neon Entertainment,entertainment,LH,LH:Cathedral Heights,LH-SCR-002768,inbound_call,2026-01-11,quote_sent,2026-01-18,2026-03-12,57,5,15324.83,149.64,,,0,False,inventory_unavailable,Preferred time-block was sold out,reach,Concert Tour Announcement (Reach)
LEAD-000145,,Torque Cars,auto,DAT,DAT:Milltown,DAT-SCR-001695,inbound_call,2025-10-07,initial_inquiry,2025-10-09,2025-12-02,15,9,9200.77,,,,0,False,timing_conflict,Requested flight overlapped a blackout period,frequency,New Model Launch (Frequency)
LEAD-000146,,Nova Telecom,telecom,ACS,ACS:Maple Grove,ACS-SCR-001252,trade_show,2026-02-14,contract_sent,2026-03-07,2026-04-08,26,1,63512.15,125.73,,,3,False,inventory_unavailable,Corridor exclusivity request could not be honored,reach,Device Trade-in Campaign (Reach)
LEAD-000147,CLI-00068,,real_estate,LH,LH:Harborfront,LH-SCR-004059,repeat_client_inquiry,2025-10-05,verbal_agreement,2025-10-22,2025-11-07,75,13,64081.85,76.81,,,3,False,inventory_unavailable,Requested screens already booked for the flight dates,reach,Open House Weekend (Reach)
LEAD-000148,,Trend Goods,retail,DAT,DAT:Lakeside Loop,DAT-SCR-000563,inbound_call,2026-07-23,negotiating,2026-08-10,2026-10-01,39,6,43588.97,50.14,40.16,0.2485,2,False,price_too_high,Client benchmarked against a cheaper media mix,frequency,Loyalty Program Push (Frequency)
LEAD-000149,CLI-00460,,retail,ACS,ACS:Pine Hatch,ACS-SCR-001470,repeat_client_inquiry,2026-05-17,initial_inquiry,2026-05-19,2026-06-17,11,1,10999.92,,,,0,True,no_response_ghosted,Inquiry appears to have been exploratory only,frequency,Weekend Flash Sale (Frequency)
LEAD-000150,,Golden Foods,cpg,ACS,ACS:Sunridge Acres,ACS-SCR-000051,referral,2025-12-10,quote_sent,2025-12-18,2026-02-08,53,16,3466.03,33.2,24.23,0.3702,0,False,budget_mismatch,Approved budget came in lower than initial ask,conversion,New Product Launch (Conversion)
LEAD-000151,,Regency Resorts,hospitality,LH,LH:East Commons,LH-SCR-003854,website_form,2025-08-21,verbal_agreement,2025-09-21,2025-11-10,75,9,6351.09,102.41,101.29,0.0111,2,False,contract_terms_disagreement,Payment terms could not be aligned,awareness,Loyalty Membership Drive (Awareness)
LEAD-000152,,Meridian Advisors,finance,DAT,DAT:Bellwood,DAT-SCR-000192,trade_show,2026-06-27,negotiating,2026-07-16,2026-08-23,40,6,24979.78,34.54,24.74,0.3961,3,False,price_too_high,Client benchmarked against a cheaper media mix,reach,Credit Card Acquisition (Reach)
LEAD-000153,,Wellness Healthcare Partners,healthcare,LH,LH:Harborfront,LH-SCR-004046,referral,2026-06-09,initial_inquiry,2026-06-10,2026-08-02,12,7,23604.97,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,frequency,New Clinic Announcement (Frequency)
LEAD-000154,,Scholar Institute,education,LH,LH:Market Quarter,LH-SCR-005429,inbound_call,2026-04-18,quote_sent,2026-04-21,2026-05-20,22,13,75757.35,104.41,74.04,0.4102,0,False,price_too_high,Quoted rate exceeded client ceiling,reach,Scholarship Awareness (Reach)
LEAD-000155,,Public Transit Authority,government,DAT,DAT:Union Flats,DAT-SCR-001630,website_form,2026-05-12,negotiating,2026-05-24,2026-07-06,25,21,42636.43,74.35,70.4,0.0561,2,False,campaign_cancelled_internally,Internal reorg delayed campaign approval indefinitely,conversion,Transit Service Announcement (Conversion)
LEAD-000156,,Vital Wellness Center,healthcare,ACS,ACS:Fallowfield,ACS-SCR-000056,repeat_client_inquiry,2026-03-04,initial_inquiry,2026-03-06,2026-04-29,25,1,71324.47,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,conversion,New Clinic Announcement (Conversion)
LEAD-000157,,Metro Motors,auto,DAT,DAT:Central Yard,DAT-SCR-000340,cold_outreach,2026-06-30,quote_sent,2026-07-12,2026-08-21,61,12,57014.16,106.8,80.74,0.3228,0,False,budget_mismatch,Approved budget came in lower than initial ask,awareness,Year-End Clearance Event (Awareness)
LEAD-000158,CLI-00434,,real_estate,DAT,DAT:Northbank,DAT-SCR-002485,website_form,2025-08-24,quote_sent,2025-09-06,2025-09-21,30,14,40901.46,69.6,48.34,0.4398,0,False,price_too_high,Client benchmarked against a cheaper media mix,frequency,Neighborhood Awareness (Frequency)
LEAD-000159,CLI-00142,,auto,ACS,ACS:Brookview,ACS-SCR-001544,cold_outreach,2026-01-11,initial_inquiry,2026-01-16,2026-02-15,12,8,16339.42,,,,0,False,targeting_mismatch,Audience profile was not a fit for offered screens,frequency,New Model Launch (Frequency)
LEAD-000160,CLI-00328,,finance,DAT,DAT:Milltown,DAT-SCR-002661,repeat_client_inquiry,2025-12-22,verbal_agreement,2026-01-16,2026-02-24,36,1,668990.24,37.75,32.3,0.1687,4,False,price_too_high,Quoted rate exceeded client ceiling,reach,Digital Banking Launch (Reach)
LEAD-000161,CLI-00077,,retail,LH,LH:Harborfront,LH-SCR-004064,repeat_client_inquiry,2025-10-02,initial_inquiry,2025-10-07,2025-11-22,48,20,19263.12,,,,0,False,no_response_ghosted,Client stopped responding after initial call,frequency,New Store Opening (Frequency)
LEAD-000162,,Wellness Clinics,healthcare,ACS,ACS:Windmere Park,ACS-SCR-000650,trade_show,2026-06-13,initial_inquiry,2026-06-17,2026-07-19,55,1,109724.88,,,,0,False,budget_mismatch,Client budget was reallocated mid-quarter,awareness,Preventive Care Awareness (Awareness)
LEAD-000163,CLI-00507,,education,DAT,DAT:Milltown,DAT-SCR-002610,website_form,2026-03-01,initial_inquiry,2026-03-02,2026-03-23,40,1,33650.74,,,,0,False,budget_mismatch,Indicated budget could not cover requested screen count,reach,Scholarship Awareness (Reach)
LEAD-000164,,Trend Boutique,retail,ACS,ACS:Old Orchard,ACS-SCR-001412,website_form,2026-03-02,quote_sent,2026-03-14,2026-05-13,42,1,59377.22,62.59,59.13,0.0585,0,True,went_with_competitor,Lost to a digital/social budget reallocation,awareness,Loyalty Program Push (Awareness)
